what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1516757751842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516757752817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516757756093
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516757759507
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516757759780
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516757759851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516757770940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516757771146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516757771236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758009919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516758014225
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1516758039904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758043493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758044750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516758051693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758055714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758061956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758061991
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1516758065687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758065773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758069589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758086115
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1516758091805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758093795
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1516758095681
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1516758095687
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1516758095698
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1516758095698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758095977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758096033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758103205
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1516758109030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758110439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758113032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758113086
started,bundle,org.eclipse.jst.server.ui,1.1.202.v20110419,"org.eclipse.jst.server.ui",1516758162830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758175348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758184087
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1516758186519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758186567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758187281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758209936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758215445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758263909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1516758274080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758277355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758288960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516758291741
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1516758295449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758299197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758306600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516758309066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516758318103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516758318201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758322387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758327821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758330129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758334183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758336185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758336242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758339310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758339355
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1516758342778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758342831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758346695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758362109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758364773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758405131
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758406513
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758406719
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758406761
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758409482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758410198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758420228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516758424003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758437575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758437739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758443743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758443924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516758446392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516758446980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516758448101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758449661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758454440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758454670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758455826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758455998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758456661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758456804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758457432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758457622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758458166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758458326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758458876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758459036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758459909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758460079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758460664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758460848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758461437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758461594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758462178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758462329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758462900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758463046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758464518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758464664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758465499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758465654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758466898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758467047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758468294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758468459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758470129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758470287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758470879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516758471048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1516758474061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1516758478303
failed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1516758479073
error,log,,,"""Format"" did not complete normally.  Please see the log for more information.",1516758479078
error,log,,,"Overlapping text edits",1516758479080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758479256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758485915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516758526176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758534117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758563855
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758566108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758571177
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758660860
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758660888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1516758661069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758661108
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758664690
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758664862
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758664875
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758668264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1516758672026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516758672491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516758675239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758682077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758701586
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1516758703683
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758704742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1516758715844
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758753054
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516758759448
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758759466
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516758763040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516758766977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758776160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758779163
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758782672
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758782912
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758782955
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758789215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516758793055
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758808510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516758808769
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758808801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758811154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758917932
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516758918770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758922891
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1516758926544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758926600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758930463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758958589
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758961183
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758961423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516758961439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758963463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516758974931
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516758983134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1516758988220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516758988975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516758990431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759010540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759010885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759011347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759013279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759015995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759016364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759016879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759018122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759020072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759020273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759020451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759021309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759022465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759022922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1516759024597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516759030156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759034194
started,bundle,org.eclipse.jst.ejb.ui,1.1.601.v201201261600,"org.eclipse.jst.ejb.ui",1516759038686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759038843
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1516759042040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759042089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759045771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759053712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759054227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759080808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759082677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759084164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759085423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759099015
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759103012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1516759104879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1516759105048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759105694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759111613
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759115053
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759115152
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759115167
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759118755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759132387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759134009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759135319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759315634
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759318693
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516759318854
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759318888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516759320055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1516759321496
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759323541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516759325807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516759336763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759344517
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759345541
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759345577
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759347204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516759348425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1516759350292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516759352501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759359702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759661116
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759663799
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1516759671259
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516759672134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759680261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759686024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759688499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759795099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759795736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759796240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516759799201
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516759803951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1516759808504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759825509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516759825846
